period,date,site,diver,tag,frond,SUB_SFC,length_m,stipe_weight,blade_weight,section_weight,frond_length,frond_weight,C_NB,Notes,
2017-Jul,2017-07-14,Triquet,OP/NAP,149,NA,NA,NA,NA,NA,NA,NA,1.59,NA,extra biomass for plant,
2017-Jul,2017-07-14,Triquet,OP/NAP,129,1,NA,NA,NA,NA,NA,8.75,1.37,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,129,2,NA,NA,NA,NA,NA,5.45,2.11,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,129,3,NA,NA,NA,NA,NA,9.12,1.27,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,129,4,NA,NA,NA,NA,NA,7.3,2.28,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,129,5,NA,NA,NA,NA,NA,1.86,0.56,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,129,6,NA,NA,NA,NA,NA,2.4,0.38,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,129,7,NA,NA,NA,NA,NA,6.23,0.63,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,129,8,NA,NA,NA,NA,NA,1.8,0.59,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,129,9,NA,NA,NA,NA,NA,2.71,0.65,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,129,10,NA,NA,NA,NA,NA,9.54,2.26,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,129,11,NA,NA,NA,NA,NA,10.57,1.96,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,129,12,NA,NA,NA,NA,NA,1.57,0.12,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,129,NA,NA,NA,NA,NA,NA,NA,1.35,NA,extra biomass for plant,
2017-Jul,2017-07-14,Triquet,OP/NAP,131,1,NA,NA,NA,NA,NA,6.12,0.51,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,131,2,NA,NA,NA,NA,NA,1.3,0.27,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,131,3,NA,NA,NA,NA,NA,5.8,0.48,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,131,4,NA,NA,NA,NA,NA,4.43,0.44,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,131,NA,NA,NA,NA,NA,NA,NA,0.17,NA,extra biomass for plant,
2017-Jul,2017-07-14,Triquet,OP/NAP,143,1,NA,NA,NA,NA,NA,4.93,0.34,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,143,2,NA,NA,NA,NA,NA,5,0.51,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,143,3,NA,NA,NA,NA,NA,5.34,0.72,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,143,4,NA,NA,NA,NA,NA,4.54,0.44,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,143,5,NA,NA,NA,NA,NA,2.13,0.44,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,143,6,NA,NA,NA,NA,NA,2.32,0.44,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,143,7,NA,NA,NA,NA,NA,0.32,0.18,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,143,8,NA,NA,NA,NA,NA,2.93,0.59,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,143,9,NA,NA,NA,NA,NA,0.56,0.2,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,144,1,NA,NA,NA,NA,NA,5.97,1.58,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,144,2,NA,NA,NA,NA,NA,4.18,1.54,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,144,3,NA,NA,NA,NA,NA,6.43,0.93,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,144,4,NA,NA,NA,NA,NA,6.1,0.99,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,144,5,NA,NA,NA,NA,NA,2.04,1,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,144,6,NA,NA,NA,NA,NA,6.05,1.38,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,144,7,NA,NA,NA,NA,NA,0.44,0.23,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,144,8,NA,NA,NA,NA,NA,0.25,0.11,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,144,9,NA,NA,NA,NA,NA,0.19,0.08,NA,,
2017-Jul,2017-07-14,Triquet,OP/NAP,144,NA,NA,NA,NA,NA,NA,NA,0.41,NA,extra biomass for plant,
2018-Aug,2018-08-18,Simmonds,NAP,70,1,NA,NA,NA,NA,NA,1.77,0.2,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,70,2,NA,NA,NA,NA,NA,4.28,1.47,NA,Bag 17,
2018-Aug,2018-08-18,Simmonds,NAP,70,3,NA,NA,NA,NA,NA,1.57,0.16,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,70,4,NA,NA,NA,NA,NA,5.47,0.32,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,70,5,NA,NA,NA,NA,NA,6.14,0.68,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,70,6,NA,NA,NA,NA,NA,8.48,1.51,NA,Bag 17,
2018-Aug,2018-08-18,Simmonds,NAP,70,7,NA,NA,NA,NA,NA,8.45,3.22,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,70,8,NA,NA,NA,NA,NA,3.74,1.23,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,25,1,NA,NA,NA,NA,NA,9.11,1.9,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,25,2,NA,NA,NA,NA,NA,4.24,1.09,NA,Bag 015,
2018-Aug,2018-08-18,Simmonds,NAP,25,3,NA,NA,NA,NA,NA,0.74,0.14,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,25,4,NA,NA,NA,NA,NA,7.47,1.91,NA,Bag 015,
2018-Aug,2018-08-18,Simmonds,NAP,25,5,NA,NA,NA,NA,NA,1.66,0.12,C,,
2018-Aug,2018-08-18,Simmonds,NAP,25,6,NA,NA,NA,NA,NA,1.86,0.06,C,,
2018-Aug,2018-08-18,Simmonds,NAP,59,1,NA,NA,NA,NA,NA,6.54,1.92,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,59,2,NA,NA,NA,NA,NA,2.5,0.54,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,59,3,NA,NA,NA,NA,NA,3.49,0.96,NA,Bag 026,
2018-Aug,2018-08-18,Simmonds,NAP,59,4,NA,NA,NA,NA,NA,2.74,0.18,C,,
2018-Aug,2018-08-18,Simmonds,NAP,59,5,NA,NA,NA,NA,NA,0.67,0.11,C,,
2018-Aug,2018-08-18,Simmonds,NAP,59,6,NA,NA,NA,NA,NA,9.03,1.27,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,59,7,NA,NA,NA,NA,NA,11.21,2.61,NA,Bag 026,
2018-Aug,2018-08-18,Simmonds,NAP,59,8,NA,NA,NA,NA,NA,10.44,2.01,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,59,NA,NA,NA,NA,NA,NA,NA,0.65,NA,extra biomass for plant,
2018-Aug,2018-08-18,Simmonds,NAP,75,1,NA,NA,NA,NA,NA,3.3,1.18,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,75,2,NA,NA,NA,NA,NA,1.45,0.38,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,75,3,NA,NA,NA,NA,NA,0.96,0.11,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,75,4,NA,NA,NA,NA,NA,5.37,1.3,NA,Bag 010,
2018-Aug,2018-08-18,Simmonds,NAP,75,5,NA,NA,NA,NA,NA,6.4,1.6,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,75,6,NA,NA,NA,NA,NA,8.5,1.49,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,75,7,NA,NA,NA,NA,NA,7.88,1.43,NA,Bag 016,
2018-Aug,2018-08-18,Simmonds,NAP,75,8,NA,NA,NA,NA,NA,0.71,0.22,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,94,1,NA,NA,NA,NA,NA,0.84,0.12,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,94,2,NA,NA,NA,NA,NA,1.43,0.17,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,94,3,NA,NA,NA,NA,NA,5.75,1.32,NA,Bag 012,
2018-Aug,2018-08-18,Simmonds,NAP,94,4,NA,NA,NA,NA,NA,2.99,0.19,C,,
2018-Aug,2018-08-18,Simmonds,NAP,94,5,NA,NA,NA,NA,NA,13.66,2.15,C,,
2018-Aug,2018-08-18,Simmonds,NAP,94,6,NA,NA,NA,NA,NA,3.69,0.83,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,94,7,NA,NA,NA,NA,NA,3.18,0.21,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,94,8,NA,NA,NA,NA,NA,12,1.47,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,94,9,NA,NA,NA,NA,NA,6.93,1.86,NA,Bag 011,
2018-Aug,2018-08-18,Simmonds,NAP,94,10,NA,NA,NA,NA,NA,11.16,2.3,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,94,11,NA,NA,NA,NA,NA,5.9,0.83,NA,,
2018-Aug,2018-08-18,Simmonds,NAP,94,NA,NA,NA,NA,NA,NA,NA,1.19,NA,extra biomass for plant,
2018-Aug,2018-08-17,Stryker,OP,1770,1,NA,NA,NA,NA,NA,6.79,0.73,C,,
2018-Aug,2018-08-17,Stryker,OP,1770,2,NA,NA,NA,NA,NA,4.41,0.83,NA,,
2018-Aug,2018-08-17,Stryker,OP,1770,3,NA,NA,NA,NA,NA,8.37,2.54,NA,,
2018-Aug,2018-08-17,Stryker,OP,1770,4,NA,NA,NA,NA,NA,1,0.32,NA,,
2018-Aug,2018-08-17,Stryker,OP,1770,5,NA,NA,NA,NA,NA,4.81,1.53,NA,bag 5,
2018-Aug,2018-08-17,Stryker,OP,1770,6,NA,NA,NA,NA,NA,11.82,1.47,NA,,
2018-Aug,2018-08-17,Stryker,OP,1770,7,NA,NA,NA,NA,NA,10.93,1.6,NA,,
2018-Aug,2018-08-17,Stryker,OP,2577,1,NA,NA,NA,NA,NA,8.95,1.46,NA,,
2018-Aug,2018-08-17,Stryker,OP,2577,2,NA,NA,NA,NA,NA,6.02,0.73,NA,,
2018-Aug,2018-08-17,Stryker,OP,2577,3,NA,NA,NA,NA,NA,3.75,0.59,NA,,
2018-Aug,2018-08-17,Stryker,OP,2577,4,NA,NA,NA,NA,NA,7.92,2.12,NA,,
2018-Aug,2018-08-17,Stryker,OP,2577,NA,NA,NA,NA,NA,NA,NA,1.43,NA,extra biomass for plant,
2018-Aug,2018-08-17,Stryker,OP,2555,1,NA,NA,NA,NA,NA,2.8,0.17,NA,,
2018-Aug,2018-08-17,Stryker,OP,2555,2,NA,NA,NA,NA,NA,1.7,0.36,NA,,
2018-Aug,2018-08-17,Stryker,OP,2555,3,NA,NA,NA,NA,NA,9.77,2.06,NA,Bag 029,
2018-Aug,2018-08-17,Stryker,OP,2555,4,NA,NA,NA,NA,NA,6.93,1.7,NA,Bag 029,
2018-Aug,2018-08-17,Stryker,OP,2555,5,NA,NA,NA,NA,NA,9.9,2.54,NA,,
2018-Aug,2018-08-17,Stryker,OP,2555,6,NA,NA,NA,NA,NA,9.68,2.57,NA,,
2018-Aug,2018-08-17,Stryker,OP,2555,7,NA,NA,NA,NA,NA,4.35,0.54,C,,
2018-Aug,2018-08-17,Stryker,OP,2555,8,NA,NA,NA,NA,NA,1.79,0.32,NA,,
2018-Aug,2018-08-17,Stryker,OP,2555,9,NA,NA,NA,NA,NA,0.9,0.07,C,,
2018-Aug,2018-08-17,Stryker,OP,2555,10,NA,NA,NA,NA,NA,2.75,0.26,C,,
2018-Aug,2018-08-17,Stryker,OP,2555,11,NA,NA,NA,NA,NA,1.76,0.2,C,,
2018-Aug,2018-08-17,Stryker,OP,2555,12,NA,NA,NA,NA,NA,2.97,0.31,C,,
2018-Aug,2018-08-17,Stryker,OP,2555,13,NA,NA,NA,NA,NA,2.2,0.2,C,,
2018-Aug,2018-08-17,Stryker,OP,2555,14,NA,NA,NA,NA,NA,1.81,0.24,C,,
2018-Aug,2018-08-17,Stryker,OP,2555,NA,NA,NA,NA,NA,NA,NA,1.92,NA,extra biomass for plant,
2018-Aug,2018-08-17,Stryker,OP,2575,1,NA,NA,NA,NA,NA,1.05,0.21,NA,Bag 09,
2018-Aug,2018-08-17,Stryker,OP,2575,2,NA,NA,NA,NA,NA,6.43,1.04,NA,Bag 09,
2018-Aug,2018-08-17,Stryker,OP,2575,3,NA,NA,NA,NA,NA,9.39,1.14,NA,,
2018-Aug,2018-08-17,Stryker,OP,2575,4,NA,NA,NA,NA,NA,0.47,0.1,NA,,
2018-Aug,2018-08-17,Stryker,OP,2575,5,NA,NA,NA,NA,NA,3.77,0.67,NA,,
2018-Aug,2018-08-17,Stryker,OP,2583,1,NA,NA,NA,NA,NA,10.08,2.43,NA,,
2018-Aug,2018-08-17,Stryker,OP,2583,2,NA,NA,NA,NA,NA,6.49,2.09,NA,Bag006,
2018-Aug,2018-08-17,Stryker,OP,2583,3,NA,NA,NA,NA,NA,11.34,1.68,C,,
2018-Aug,2018-08-17,Stryker,OP,2583,4,NA,NA,NA,NA,NA,6.25,0.49,C,,
2018-Aug,2018-08-17,Stryker,OP,2583,5,NA,NA,NA,NA,NA,1.25,0.27,C,,
2018-Aug,2018-08-17,Stryker,OP,2583,6,NA,NA,NA,NA,NA,9.25,2.4,NA,Bag 006,
2018-Aug,2018-08-17,Stryker,OP,2583,7,NA,NA,NA,NA,NA,4.71,1.07,C,,
2018-Aug,2018-08-17,Stryker,OP,2583,8,NA,NA,NA,NA,NA,1.15,0.2,NA,,
2018-Aug,2018-08-17,Stryker,OP,2583,9,NA,NA,NA,NA,NA,2.5,0.45,NA,,
2018-Aug,2018-08-17,Stryker,OP,2583,10,NA,NA,NA,NA,NA,7.68,2.74,NA,,
2018-Aug,2018-08-17,Stryker,OP,2583,11,NA,NA,NA,NA,NA,6.68,2.27,NA,,
2018-Aug,2018-08-17,Stryker,OP,2583,12,NA,NA,NA,NA,NA,7.8,0.67,C,,
2018-Aug,2018-08-17,Stryker,OP,2583,NA,NA,NA,NA,NA,NA,NA,0.07,NA,extra biomass for plant,
2018-Aug,2018-08-24,Triquet,OP/KH,1000,1,NA,NA,NA,NA,NA,0.32,0.05,NA,Bag 023/030,
2018-Aug,2018-08-24,Triquet,OP/KH,1000,2,NA,NA,NA,NA,NA,3.27,0.37,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1000,3,NA,NA,NA,NA,NA,0.31,0.04,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1000,4,NA,NA,NA,NA,NA,2.72,0.17,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1000,5,NA,NA,NA,NA,NA,2.61,0.2,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1000,6,NA,NA,NA,NA,NA,1.81,0.15,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1000,7,NA,NA,NA,NA,NA,2.92,0.32,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1000,8,NA,NA,NA,NA,NA,4.65,0.16,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1000,9,NA,NA,NA,NA,NA,4.74,0.12,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1000,10,NA,NA,NA,NA,NA,3.73,0.06,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1001,1,NA,NA,NA,NA,NA,5.24,0.41,NA,Bag 019,
2018-Aug,2018-08-24,Triquet,OP/KH,1001,2,NA,NA,NA,NA,NA,5.67,0.24,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1001,3,NA,NA,NA,NA,NA,3.31,0.48,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1001,4,NA,NA,NA,NA,NA,4.94,0.36,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1001,5,NA,NA,NA,NA,NA,5.41,0.71,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1005,1,NA,NA,NA,NA,NA,2.3,0.44,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1005,2,NA,NA,NA,NA,NA,3.43,0.6,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1005,3,NA,NA,NA,NA,NA,3.56,1.08,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1005,4,NA,NA,NA,NA,NA,2.03,0.21,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1005,5,NA,NA,NA,NA,NA,0.4,0.18,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1002,1,NA,NA,NA,NA,NA,2.29,0.46,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1002,2,NA,NA,NA,NA,NA,5.03,1.04,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1002,3,NA,NA,NA,NA,NA,7.25,0.66,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1002,4,NA,NA,NA,NA,NA,6.09,1.2,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1002,5,NA,NA,NA,NA,NA,7.66,0.55,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1002,6,NA,NA,NA,NA,NA,2.39,0.42,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1002,7,NA,NA,NA,NA,NA,7.4,0.63,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1002,8,NA,NA,NA,NA,NA,3,0.69,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1002,9,NA,NA,NA,NA,NA,4.72,1.01,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1002,10,NA,NA,NA,NA,NA,5.79,1.14,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1002,11,NA,NA,NA,NA,NA,6.6,0.79,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1002,12,NA,NA,NA,NA,NA,6.4,1.39,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1002,13,NA,NA,NA,NA,NA,2.33,0.36,C,,
2018-Aug,2018-08-24,Triquet,OP/KH,1002,NA,NA,NA,NA,NA,NA,NA,1.06,NA,extra biomass for plant,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,1,NA,NA,NA,NA,NA,6.99,1.55,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,2,NA,NA,NA,NA,NA,7.98,1.61,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,3,NA,NA,NA,NA,NA,9.8,1.27,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,4,NA,NA,NA,NA,NA,12.07,1.86,C,,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,5,NA,NA,NA,NA,NA,3.9,0.71,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,6,NA,NA,NA,NA,NA,5.4,1.16,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,7,NA,NA,NA,NA,NA,2.13,0.25,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,NA,NA,NA,NA,NA,NA,NA,0.48,NA,extra biomass for plant,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,NA,NA,NA,NA,NA,NA,NA,0.38,NA,extra biomass for plant,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,10,NA,NA,NA,NA,NA,2.56,0.48,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,11,NA,NA,NA,NA,NA,2.03,0.3,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,12,NA,NA,NA,NA,NA,3.94,0.16,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,13,NA,NA,NA,NA,NA,2.52,0.31,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,14,NA,NA,NA,NA,NA,4.1,0.22,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,15,NA,NA,NA,NA,NA,0.7,0.23,NA,,
2018-Aug,2018-08-24,Triquet,OP/KH,1003,NA,NA,NA,NA,NA,NA,NA,0.5,NA,extra biomass for plant,
2018-Aug,2018-08-22,Westbeach,OP/KH,1782,1,NA,NA,NA,NA,NA,2.48,0.56,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,1782,2,NA,NA,NA,NA,NA,0.29,0.04,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,1782,3,NA,NA,NA,NA,NA,4.72,0.9,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,1782,4,NA,NA,NA,NA,NA,1.54,0.35,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,1782,5,NA,NA,NA,NA,NA,0.25,0.09,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,1782,6,NA,NA,NA,NA,NA,2.59,0.72,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,1782,7,NA,NA,NA,NA,NA,6.5,1.11,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,1782,8,NA,NA,NA,NA,NA,6.02,1.3,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,1782,9,NA,NA,NA,NA,NA,1.49,0.2,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,1782,10,NA,NA,NA,NA,NA,2.87,0.8,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,1782,11,NA,NA,NA,NA,NA,1.49,0.34,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4727,1,NA,NA,NA,NA,NA,3.51,0.66,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4727,2,NA,NA,NA,NA,NA,3.84,0.78,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4727,3,NA,NA,NA,NA,NA,5.24,0.73,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4727,4,NA,NA,NA,NA,NA,0.53,0.12,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4727,5,NA,NA,NA,NA,NA,5.47,0.85,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4727,6,NA,NA,NA,NA,NA,0.95,0.23,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4728,1,NA,NA,NA,NA,NA,1.13,0.1,NA,Bag 002/028,
2018-Aug,2018-08-22,Westbeach,OP/KH,4728,2,NA,NA,NA,NA,NA,6.82,0.82,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4728,3,NA,NA,NA,NA,NA,8.45,0.71,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4728,4,NA,NA,NA,NA,NA,0.68,0.11,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4728,5,NA,NA,NA,NA,NA,2.01,0.32,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4728,6,NA,NA,NA,NA,NA,7.27,1.14,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4728,7,NA,NA,NA,NA,NA,1.69,0.36,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4728,8,NA,NA,NA,NA,NA,2.08,0.31,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4728,9,NA,NA,NA,NA,NA,4.62,1.11,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4728,10,NA,NA,NA,NA,NA,6.32,1.4,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4728,11,NA,NA,NA,NA,NA,11.99,0.97,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4728,12,NA,NA,NA,NA,NA,1.56,0.26,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4729,1,NA,NA,NA,NA,NA,6.37,1.09,NA,Bag 021/022,
2018-Aug,2018-08-22,Westbeach,OP/KH,4729,2,NA,NA,NA,NA,NA,8.32,1.32,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4729,3,NA,NA,NA,NA,NA,7.66,1,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4729,4,NA,NA,NA,NA,NA,2.78,0.49,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4729,5,NA,NA,NA,NA,NA,8.12,1.59,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4729,6,NA,NA,NA,NA,NA,7.09,1.07,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4729,7,NA,NA,NA,NA,NA,0.8,0.13,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4729,8,NA,NA,NA,NA,NA,0.92,0.18,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4730,1,NA,NA,NA,NA,NA,1.74,0.19,NA,Bag 032/025,
2018-Aug,2018-08-22,Westbeach,OP/KH,4730,2,NA,NA,NA,NA,NA,7.07,1.6,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4730,3,NA,NA,NA,NA,NA,12.03,1.67,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4730,4,NA,NA,NA,NA,NA,8.66,1.17,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4730,5,NA,NA,NA,NA,NA,6.85,1.3,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4730,6,NA,NA,NA,NA,NA,14.15,2.01,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4730,7,NA,NA,NA,NA,NA,7.29,2.22,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4730,8,NA,NA,NA,NA,NA,11.24,1.81,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4730,9,NA,NA,NA,NA,NA,3.18,0.35,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4730,10,NA,NA,NA,NA,NA,7.68,2.06,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4730,11,NA,NA,NA,NA,NA,9.74,1.93,NA,,
2018-Aug,2018-08-22,Westbeach,OP/KH,4730,12,NA,NA,NA,NA,NA,2.58,0.28,NA,,
2018-Aug,2018-08-29,Womanley,NAP/OP,51,1,NA,NA,NA,NA,NA,6.74,0.54,C,,
2018-Aug,2018-08-29,Womanley,NAP/OP,51,2,NA,NA,NA,NA,NA,1.19,0.13,NA,,
2018-Aug,2018-08-29,Womanley,NAP/OP,51,3,NA,NA,NA,NA,NA,6.78,1.75,NA,,
2018-Aug,2018-08-29,Womanley,NAP/OP,51,4,NA,NA,NA,NA,NA,6.56,0.45,C,,
2018-Aug,2018-08-29,Womanley,NAP/OP,51,5,NA,NA,NA,NA,NA,0.86,0.27,C,,
2018-Aug,2018-08-29,Womanley,NAP/OP,51,6,NA,NA,NA,NA,NA,5.87,0.55,NA,,
2018-Aug,2018-08-29,Womanley,NAP/OP,51,7,NA,NA,NA,NA,NA,1.92,0.44,NA,,
2018-Aug,2018-08-29,Womanley,NAP/OP,51,8,NA,NA,NA,NA,NA,5.17,1.16,NA,,
2018-Aug,2018-08-29,Womanley,NAP/OP,51,9,NA,NA,NA,NA,NA,7.29,1.64,NA,,
2018-Aug,2018-08-29,Womanley,NAP/OP,51,10,NA,NA,NA,NA,NA,7.97,1.86,NA,,
2018-Aug,2018-08-29,Womanley,NAP/OP,51,11,NA,NA,NA,NA,NA,8.26,1.69,NA,,
2018-Aug,2018-08-29,Womanley,NAP/OP,51,12,NA,NA,NA,NA,NA,4.79,0.31,C,,
2018-Aug,2018-08-29,Womanley,NAP/OP,51,13,NA,NA,NA,NA,NA,4.79,0.27,C,,
2018-Aug,2018-08-29,Womanley,NAP/OP,51,14,NA,NA,NA,NA,NA,7.18,1.27,NA,,
2018-Aug,2018-08-29,Womanley,NAP/OP,51,15,NA,NA,NA,NA,NA,6.49,1.19,NA,,
