period,date,site,diver,tag,frond,SUB_SFC,length_m,stipe_weight,blade_weight,section_weight,frond_length,frond_weight,C_NB,Notes,
2021-Jul,2021-07-11,Triquet,NA,5,4,SUB,4,0.45,0.38,0.83,NA,NA,NA,,
2021-Jul,2021-07-11,Triquet,NA,5,4,SFC,4.52,0.54,1.94,2.48,NA,NA,NA,,
2021-Jul,2021-07-11,Triquet,NA,5,5,SUB,4,0.21,0.07,0.28,NA,NA,NA,,
2021-Jul,2021-07-11,Triquet,NA,5,5,SFC,2.87,0.25,0.94,1.19,NA,NA,NA,,
2021-Jul,2021-07-11,Triquet,NA,5,6,SUB,4,0.41,0.6,1.01,NA,NA,NA,,
2021-Jul,2021-07-11,Triquet,NA,5,6,SFC,1.86,0.18,0.85,1.03,NA,NA,NA,,
2021-Jul,2021-07-11,Triquet,NA,5,7,SUB,4,0.24,0.37,0.61,NA,NA,NA,,
2021-Jul,2021-07-11,Triquet,NA,5,7,SFC,1.61,0.09,0.45,0.54,NA,NA,NA,,
2021-Jul,2021-07-11,Triquet,NA,5,8,SUB,0.45,0.01,0.03,0.04,NA,NA,NA,,
2021-Jul,2021-07-11,Triquet,NA,5,9,SUB,4,0.32,0.74,1.06,NA,NA,NA,,
2021-Jul,2021-07-11,Triquet,NA,5,9,SFC,0.57,0.05,0.13,0.18,NA,NA,NA,,
2021-Jul,2021-07-11,Triquet,NA,5,10,SUB,2.25,0.14,0.43,0.57,NA,NA,NA,,
2021-Jul,2021-07-11,Triquet,NA,5,11,SUB,1.59,0.07,0,0.07,NA,NA,C/NB,,
2021-Jul,2021-07-11,Triquet,NA,5,12,SUB,4,0.23,0,0.23,NA,NA,NB,,
2021-Jul,2021-07-11,Triquet,NA,5,12,SFC,4.07,0.62,0.5,1.12,NA,NA,C,,
2021-Jul,2021-07-11,Triquet,NA,5,13,SUB,0.57,0.02,0.03,0.05,NA,NA,NA,,
2021-Jul,2021-07-11,Triquet,NA,5,14,SUB,4,0.33,0,0.33,NA,NA,NB,,
2021-Jul,2021-07-11,Triquet,NA,5,14,SFC,7.52,0.96,2.68,3.64,NA,NA,NA,,
2021-Jul,2021-07-11,Triquet,NA,5,15,SUB,4,0.39,0.01,0.4,NA,NA,NA,,
2021-Jul,2021-07-11,Triquet,NA,5,15,SFC,3.28,0.53,1.05,1.58,NA,NA,C,,
2021-Jul,2021-07-11,Triquet,NA,5,NA,NA,NA,NA,NA,NA,NA,2.42,NA,extra biomass for plant,
2021-Jul,2021-07-11,Triquet,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,NA,extra biomass for the entire site,
2021-Jul,2021-07-10,Womanley,NA,1,1,SUB,3.27,0.39,0.7,1.09,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,1,2,SUB,5,0.39,0,0.39,NA,NA,NB,,
2021-Jul,2021-07-10,Womanley,NA,1,2,SFC,1.3,0.17,0,0.17,NA,NA,C/NB,,
2021-Jul,2021-07-10,Womanley,NA,1,3,SUB,4.81,0.64,1.7,2.34,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,1,4,SUB,4.7,0.62,0,0.62,NA,NA,NB,,
2021-Jul,2021-07-10,Womanley,NA,1,5,SUB,4.7,0.79,2.15,2.94,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,1,6,SUB,5,0.46,0,0.46,NA,NA,NB,,
2021-Jul,2021-07-10,Womanley,NA,1,6,SFC,2.4,0.58,0,0.58,NA,NA,C/NB,,
2021-Jul,2021-07-10,Womanley,NA,1,7,SUB,5,0.48,0,0.48,NA,NA,NB,,
2021-Jul,2021-07-10,Womanley,NA,1,7,SFC,3.24,0.9,0.62,1.52,NA,NA,C,,
2021-Jul,2021-07-10,Womanley,NA,1,8,SUB,3.9,0.53,0.15,0.68,NA,NA,C,,
2021-Jul,2021-07-10,Womanley,NA,1,9,SUB,1.51,0.09,0.02,0.11,NA,NA,C,,
2021-Jul,2021-07-10,Womanley,NA,1,10,SUB,4.15,0.53,1.07,1.6,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,1,11,SUB,4.11,0.56,1.16,1.72,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,1,NA,NA,NA,NA,NA,NA,NA,0.97,NA,extra biomass for plant,
2021-Jul,2021-07-10,Womanley,NA,2,1,SUB,5,0.28,0,0.28,NA,NA,C/NB,,
2021-Jul,2021-07-10,Womanley,NA,2,2,SUB,5,0.48,0.36,0.84,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,2,2,SFC,3.59,0.64,2.03,2.67,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,2,3,SUB,5,0.61,1.33,1.94,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,2,4,SUB,3.02,0.27,0.68,0.95,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,2,5,SUB,2.93,0.16,0.4,0.56,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,2,6,SUB,1.28,0.06,0.04,0.1,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,2,NA,NA,NA,NA,NA,NA,NA,0.03,NA,extra biomass for plant,
2021-Jul,2021-07-10,Womanley,NA,3,1,SUB,5,0.4,0,0.4,NA,NA,NB,,
2021-Jul,2021-07-10,Womanley,NA,3,1,SFC,2.73,0.39,0.03,0.42,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,3,2,SUB,2.1,0.14,0.18,0.32,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,3,3,SUB,5,0.49,0.49,0.98,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,3,3,SFC,0.41,0.03,0.12,0.15,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,3,4,SUB,5.03,0.51,0.62,1.13,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,3,5,SUB,0.83,0.02,0.01,0.03,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,3,6,SUB,4.58,0.31,0.2,0.51,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,3,7,SUB,5,0.31,0,0.31,NA,NA,NB,,
2021-Jul,2021-07-10,Womanley,NA,3,7,SFC,1.66,0.16,0,0.16,NA,NA,C/NB,,
2021-Jul,2021-07-10,Womanley,NA,3,8,SUB,0.44,0.03,0.03,0.06,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,4,1,SUB,3.49,0.24,0.71,0.95,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,4,2,SUB,3.53,0.25,0,0.25,NA,NA,NB,,
2021-Jul,2021-07-10,Womanley,NA,4,3,SUB,1.47,0.08,0.2,0.28,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,4,4,SUB,5,0.46,1.82,2.28,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,4,4,SFC,0.65,0.05,0.49,0.54,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,4,NA,NA,NA,NA,NA,NA,NA,0.05,NA,extra biomass for plant,
2021-Jul,2021-07-10,Womanley,NA,5,1,SUB,5,0.58,0.32,0.9,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,5,1,SFC,1.79,0.31,1.42,1.73,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,5,2,SUB,5,0.5,0.55,1.05,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,5,2,SFC,1.32,0.22,1.02,1.24,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,5,3,SUB,5,0.48,0,0.48,NA,NA,NB,,
2021-Jul,2021-07-10,Womanley,NA,5,3,SFC,3.44,0.53,2,2.53,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,5,4,SUB,5,0.31,0,0.31,NA,NA,NB,,
2021-Jul,2021-07-10,Womanley,NA,5,4,SFC,3.32,0.41,1.38,1.79,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,5,5,SUB,5,0.52,0.42,0.94,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,5,5,SFC,1.78,0.28,1.38,1.66,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,5,6,SUB,3.68,0.18,0,0.18,NA,NA,C/NB,,
2021-Jul,2021-07-10,Womanley,NA,5,7,SUB,2.26,0.23,0.78,1.01,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,5,8,SUB,5,0.55,0.31,0.86,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,5,8,SFC,2.45,0.39,1.85,2.24,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,5,9,SUB,2.74,0.34,1.4,1.74,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,5,10,SUB,5.16,0.66,1.49,2.15,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,5,11,SUB,5,0.45,0.22,0.67,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,5,11,SFC,3.33,0.34,1.8,2.14,NA,NA,NA,,
2021-Jul,2021-07-10,Womanley,NA,5,NA,NA,NA,NA,NA,NA,NA,2.78,NA,extra biomass for plant,
2021-Jul,2021-07-10,Womanley,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,NA,extra biomass for the entire site,
2021-Jul,2021-07-12,Westbeach,NA,1,1,SUB,1.4,0.09,0.22,0.31,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,1,2,SUB,2,0.14,0.02,0.16,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,1,2,SFC,1.9,0.24,0.27,0.51,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,1,3,SUB,2,0.16,0.12,0.28,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,1,3,SFC,1.78,0.2,0.7,0.9,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,1,4,SUB,1.54,0.8,0.2,1,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,1,5,SUB,2,0.15,0,0.15,NA,NA,NB,,
2021-Jul,2021-07-12,Westbeach,NA,1,5,SFC,2.34,0.3,0.41,0.71,NA,NA,C,,
2021-Jul,2021-07-12,Westbeach,NA,1,6,SUB,2,0.15,0.18,0.33,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,1,6,SFC,0.72,0.08,0.31,0.39,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,1,7,SUB,2,0.15,0.23,0.38,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,1,8,SUB,2,0.27,0.08,0.35,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,1,8,SFC,4.87,0.77,1.59,2.36,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,1,9,SUB,2,0.23,0.1,0.33,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,1,9,SFC,1.29,0.14,0.49,0.63,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,1,10,SUB,2,0.23,0.04,0.27,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,1,10,SFC,4.17,0.6,1.11,1.71,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,1,NA,NA,NA,NA,NA,NA,NA,0.06,NA,extra biomass for plant,
2021-Jul,2021-07-12,Westbeach,NA,2,1,SUB,2,0.19,0.06,0.25,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,2,1,SFC,2.87,0.31,0.15,0.46,NA,NA,C,,
2021-Jul,2021-07-12,Westbeach,NA,2,2,SUB,1.42,0.05,0.1,0.15,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,2,3,SUB,1.68,0.13,0,0.13,NA,NA,C/NB,,
2021-Jul,2021-07-12,Westbeach,NA,3,1,SUB,2.55,0.29,0,0.29,NA,NA,C/NB,,
2021-Jul,2021-07-12,Westbeach,NA,3,2,SUB,2,0.18,0.18,0.36,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,3,2,SFC,1.35,0.15,0.65,0.8,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,3,3,SUB,2,0.19,0.02,0.21,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,3,3,SFC,6.1,0.67,1.58,2.25,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,3,4,SUB,1.25,0.11,0.24,0.35,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,3,5,SUB,0.98,0.07,0.08,0.15,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,3,6,SUB,2,0.24,0,0.24,NA,NA,NB,,
2021-Jul,2021-07-12,Westbeach,NA,3,6,SFC,8.42,1.31,1.63,2.94,NA,NA,C,,
2021-Jul,2021-07-12,Westbeach,NA,3,7,SUB,0.86,0.04,0.09,0.13,NA,NA,C,,
2021-Jul,2021-07-12,Westbeach,NA,3,8,SUB,2,0.07,0,0.07,NA,NA,NB,,
2021-Jul,2021-07-12,Westbeach,NA,3,8,SFC,5.89,0.58,0,0.58,NA,NA,NB,,
2021-Jul,2021-07-12,Westbeach,NA,3,9,SUB,2,0.24,0,0.24,NA,NA,NB,,
2021-Jul,2021-07-12,Westbeach,NA,3,9,SFC,3.48,0.37,0,0.37,NA,NA,NB,,
2021-Jul,2021-07-12,Westbeach,NA,3,10,SUB,2,0.1,0,0.1,NA,NA,NB,,
2021-Jul,2021-07-12,Westbeach,NA,3,10,SFC,6.08,1.66,1.6,3.26,NA,NA,C,,
2021-Jul,2021-07-12,Westbeach,NA,3,11,SUB,2,0.14,0,0.14,NA,NA,NB,,
2021-Jul,2021-07-12,Westbeach,NA,3,11,SFC,6.46,0.99,0.25,1.24,NA,NA,C,,
2021-Jul,2021-07-12,Westbeach,NA,3,12,SUB,2,0.15,0.09,0.24,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,3,12,SFC,1.76,0.26,1.42,1.68,NA,NA,C,,
2021-Jul,2021-07-12,Westbeach,NA,3,13,SUB,2,0.17,0,0.17,NA,NA,NB,,
2021-Jul,2021-07-12,Westbeach,NA,3,13,SFC,8.99,1.82,2.63,4.45,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,3,NA,NA,NA,NA,NA,NA,NA,0.57,NA,extra biomass for plant,
2021-Jul,2021-07-12,Westbeach,NA,4,1,SUB,2,0.18,0,0.18,NA,NA,NB,,
2021-Jul,2021-07-12,Westbeach,NA,4,1,SFC,2.3,0.33,0.21,0.54,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,2,SUB,2,0.19,0.04,0.23,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,2,SFC,9.59,1.23,1.8,3.03,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,3,SUB,2,0.17,0.05,0.22,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,3,SFC,5,0.56,1.06,1.62,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,4,SUB,2,0.2,0.07,0.27,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,4,SFC,5.74,0.61,1.05,1.66,NA,NA,C,,
2021-Jul,2021-07-12,Westbeach,NA,4,5,SUB,2,0.23,0.07,0.3,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,5,SFC,6.12,0.85,1.06,1.91,NA,NA,C,,
2021-Jul,2021-07-12,Westbeach,NA,4,6,SUB,1.03,0.08,0.12,0.2,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,7,SUB,2,0.21,0.04,0.25,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,7,SFC,6.21,0.75,0.95,1.7,NA,NA,C,,
2021-Jul,2021-07-12,Westbeach,NA,4,8,SUB,2,0.17,0,0.17,NA,NA,NB,,
2021-Jul,2021-07-12,Westbeach,NA,4,8,SFC,9.38,1.09,1.73,2.82,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,9,SUB,2,0.19,0,0.19,NA,NA,NB,,
2021-Jul,2021-07-12,Westbeach,NA,4,9,SFC,8.68,1.08,1.93,3.01,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,10,SUB,2,0.21,0.08,0.29,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,10,SFC,4.42,0.51,0.89,1.4,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,11,SUB,1.05,0.09,0.12,0.21,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,12,SUB,2,0.11,0.02,0.13,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,12,SFC,4.53,0.3,0.4,0.7,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,13,SUB,2,0.15,0,0.15,NA,NA,NB,,
2021-Jul,2021-07-12,Westbeach,NA,4,13,SFC,5.74,0.62,1.1,1.72,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,14,SUB,2,0.23,0.1,0.33,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,14,SFC,1.81,0.19,0.48,0.67,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,15,SUB,1.81,0.23,0.38,0.61,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,15,SFC,3.11,0.11,0.03,0.14,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,16,SUB,1.57,0.09,0.09,0.18,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,17,SUB,2,0.06,0.19,0.25,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,17,SFC,3.07,0.35,0.56,0.91,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,18,SUB,1.51,0.08,0.08,0.16,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,19,SUB,2.22,0.15,0.18,0.33,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,20,SUB,2,0.17,0.05,0.22,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,20,SFC,2.9,0.22,0.36,0.58,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,21,SUB,1.74,0.09,0.09,0.18,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,22,SUB,1.93,0.13,0.11,0.24,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,23,SUB,0.58,0.02,0.04,0.06,NA,NA,NA,,
2021-Jul,2021-07-12,Westbeach,NA,4,24,SUB,2,0.05,0,0.05,NA,NA,NB,,
2021-Jul,2021-07-12,Westbeach,NA,4,24,SFC,3.89,0.33,0,0.33,NA,NA,NB,,
2021-Jul,2021-07-12,Westbeach,NA,4,NA,NA,NA,NA,NA,NA,NA,0.43,NA,extra biomass for plant,"Sporphylls, not included in biomass; lots of sporophylls at site"
2021-Jul,2021-07-12,Westbeach,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,extra biomass for the entire site,
2021-Jul,2021-07-13,Simmonds,NA,1,1,SUB,4.5,3.1,0.54,3.64,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,2,SUB,5,0.22,0,0.22,NA,NA,NB,,
2021-Jul,2021-07-13,Simmonds,NA,1,2,SFC,7.5,0.8,1.59,2.39,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,3,SUB,5,0.38,0.72,1.1,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,3,SFC,0.94,0.08,0.92,1,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,4,SUB,5,0.36,0.07,0.43,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,4,SFC,2.62,0.29,0.51,0.8,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,5,SUB,5,0.29,0.5,0.79,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,5,SFC,6.86,0.24,0,0.24,NA,NA,NB,,
2021-Jul,2021-07-13,Simmonds,NA,1,6,SUB,5,0.73,1.21,1.94,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,6,SFC,7.54,0.72,1.33,2.05,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,7,SUB,2.07,0.21,0.64,0.85,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,8,SUB,5,0.24,0,0.24,NA,NA,NB,,
2021-Jul,2021-07-13,Simmonds,NA,1,8,SFC,10.64,0.76,2.09,2.85,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,9,SUB,5.85,0.47,0.72,1.19,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,9,SFC,8.32,1.11,3.22,4.33,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,10,SUB,2.33,0.11,0.23,0.34,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,11,SUB,1.62,0.08,0.12,0.2,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,12,SUB,5,0.23,0,0.23,NA,NA,NB,,
2021-Jul,2021-07-13,Simmonds,NA,1,12,SFC,12.3,1.21,3.28,4.49,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,13,SUB,5,0.19,0,0.19,NA,NA,NB,,
2021-Jul,2021-07-13,Simmonds,NA,1,13,SFC,9.28,1,2.44,3.44,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,1,NA,NA,NA,NA,NA,NA,NA,2.15,NA,extra biomass for plant,
2021-Jul,2021-07-13,Simmonds,NA,5,1,SUB,5,0.22,0,0.22,NA,NA,NB,,
2021-Jul,2021-07-13,Simmonds,NA,5,1,SFC,0.83,0.07,0,0.07,NA,NA,NB,,
2021-Jul,2021-07-13,Simmonds,NA,5,2,SUB,4.89,0.2,0.04,0.24,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,5,3,SUB,5,0.36,0.03,0.39,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,5,3,SFC,0.67,0.1,0.03,0.13,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,5,4,SUB,5,0.3,0.11,0.41,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,5,4,SFC,0.51,0.07,0.12,0.19,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,5,5,SUB,5,0.26,0.02,0.28,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,5,5,SFC,2.49,0.21,0.32,0.53,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,5,6,SUB,2.19,0.17,0.16,0.33,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,5,7,SUB,5,0.43,0.15,0.58,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,5,7,SFC,3.01,0.29,0.32,0.61,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,5,NA,NA,NA,NA,NA,NA,NA,0.11,NA,extra biomass for plant,
2021-Jul,2021-07-13,Simmonds,NA,2,1,SUB,5,0.52,0.39,0.91,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,2,1,SFC,2.87,0.38,1.62,2,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,2,2,SUB,5,0.25,0,0.25,NA,NA,NB,,
2021-Jul,2021-07-13,Simmonds,NA,2,2,SFC,0.49,0.04,0.14,0.18,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,2,3,SUB,2.91,0.26,0.35,0.61,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,2,4,SUB,5,0.46,0.25,0.71,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,2,4,SFC,1.72,0.16,0.76,0.92,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,2,NA,NA,NA,NA,NA,NA,NA,0.33,NA,extra biomass for plant,
2021-Jul,2021-07-13,Simmonds,NA,3,1,SUB,2.82,0.27,0.76,1.03,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,3,2,SUB,2.04,0.26,0.76,1.02,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,3,3,SUB,1.52,0.24,0.02,0.26,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,3,4,SUB,5,0.6,1.09,1.69,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,3,5,SUB,0.54,0.03,0.09,0.12,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,3,6,SUB,0.53,0.08,0.12,0.2,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,3,7,SUB,1.17,0.17,0.1,0.27,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,3,8,SUB,2.54,0.24,0.47,0.71,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,3,9,SUB,4.41,0.27,0.1,0.37,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,3,NA,NA,NA,NA,NA,NA,NA,0.17,NA,extra biomass for plant,
2021-Jul,2021-07-13,Simmonds,NA,4,1,SUB,3,0.27,0.47,0.74,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,4,2,SUB,1.63,0.14,0.32,0.46,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,4,3,SUB,5,0.45,0.63,1.08,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,4,3,SFC,3.62,0.44,1.74,2.18,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,4,4,SUB,0.73,0.07,0.19,0.26,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,4,5,SUB,1.26,0.12,0.35,0.47,NA,NA,NA,,
2021-Jul,2021-07-13,Simmonds,NA,4,NA,NA,NA,NA,NA,NA,NA,0.16,NA,extra biomass for plant,
2021-Jul,2021-07-13,Simmonds,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,extra biomass for the entire site,
2021-Jul,2021-07-16,Stryker,NA,4,1,SUB,4,0.44,0,0.44,NA,NA,NB,,
2021-Jul,2021-07-16,Stryker,NA,4,1,SFC,6.43,1.54,1.14,2.68,NA,NA,C,,
2021-Jul,2021-07-16,Stryker,NA,4,2,SUB,3.43,0.26,0.27,0.53,NA,NA,NA,,
2021-Jul,2021-07-16,Stryker,NA,4,3,SUB,2.12,0.14,0.16,0.3,NA,NA,NA,,
2021-Jul,2021-07-16,Stryker,NA,4,4,SUB,4,0.21,0,0.21,NA,NA,NB,,
2021-Jul,2021-07-16,Stryker,NA,4,4,SFC,7.88,1.01,2.08,3.09,NA,NA,NA,,
2021-Jul,2021-07-16,Stryker,NA,4,5,SUB,4,0.37,0.41,0.78,NA,NA,NA,,
2021-Jul,2021-07-16,Stryker,NA,4,5,SFC,0.44,0.03,0.07,0.1,NA,NA,NA,,
2021-Jul,2021-07-16,Stryker,NA,4,6,SUB,4,0.28,0.28,0.56,NA,NA,NA,,
2021-Jul,2021-07-16,Stryker,NA,4,6,SFC,0.89,0.07,0.17,0.24,NA,NA,NA,,
2021-Jul,2021-07-16,Stryker,NA,4,7,SUB,1.51,0.09,0.11,0.2,NA,NA,NA,,
2021-Jul,2021-07-16,Stryker,NA,4,8,SUB,4,0.23,0.12,0.35,NA,NA,NA,,
2021-Jul,2021-07-16,Stryker,NA,4,8,SFC,1.44,0.13,0.22,0.35,NA,NA,NA,,
